employees,revenue,venture,sbir,state,zip,tech,tech_broad,campus,latitude,longitude,city,state,county,zip,congressional,state_assembly,state_senate
4,,,,CA,92130,Medical Diagnostics,Medical,UCSD,32.92746264,-117.2204015,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
3,"$260,000",,,CA,92121,Medical Therapeutics,Medical,UCSD,32.90251726,-117.2212924,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
6,"$650,000","$40,000","$706,635",CA,92121,Software and Services,Information Technology,UCSD,32.877576,-117.214032,San Diego,CA,San Diego County,92121,CA52,Assembly District 78,State Senate District 39
,,,,N/A,N/A,Electronic Systems and Components,Electronic Systems,UCSD,,,,,,,,,
4,"$240,000",,"$150,000",CA,92121,Medical Therapeutics,Medical,UCSD,32.91027014,-117.2304882,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
2,"$160,000","$400,000",,CA,92014,Medical Therapeutics,Medical,UCSD,32.942942,-117.2457259,Del Mar,CA,San Diego County,92014,CA49,Assembly District 78,State Senate District 39
,,"$500,000",,TX,77381,Medical Therapeutics,Medical,UCSD,30.18161729,-95.48400983,Conroe,TX,Montgomery County,77381,TX08,State House District 15,State Senate District 4
,,"$13,600,000","$1,515,756",CA,92121,Research Tools,Research Tools,UCSD,32.90601119,-117.2379806,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
2,"$230,000",,"$850,000",CA,92121,Transportation,Transportation,UCSD,32.90750921,-117.2281455,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
3,"$290,000","$15,050,000",,CA,92037,Medical Diagnostics,Medical,UCSD,32.903579,-117.243068,La Jolla,CA,San Diego County,92037,CA49,Assembly District 78,State Senate District 39
,,,,CA,92121,Software and Services,Information Technology,UCSD,32.89887648,-117.2068058,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
2,"$130,000",,,CA,92618,Medical Therapeutics,Medical,UCSD,33.6616116,-117.766733,Irvine,CA,Orange County,92618,CA45,Assembly District 74,State Senate District 37
,,,,CA,92130,Medical Therapeutics,Medical,UCSD,32.92949422,-117.2374469,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
4,"$380,000",,"$538,955",CA,92121,Medical Diagnostics,Medical,UCSD,32.87735919,-117.2076234,San Diego,CA,San Diego County,92121,CA52,Assembly District 78,State Senate District 39
1,"$100,000",,,CA,92037,Medical Devices,Medical,UCSD,32.856347,-117.250058,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
6,"$430,000",,,CA,92130,Medical Therapeutics,Medical,UCSD,32.94413425,-117.218083,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
26,"$2,000,000","$17,660,000",,CA,94089,Software and Services,Information Technology,UCSD,37.40761333,-122.0079681,Sunnyvale,CA,Santa Clara County,94089,CA17,Assembly District 24,State Senate District 13
4,"$270,000","$2,000,000",,CA,92121,Electronic Systems and Components,Electronic Systems,UCSD,32.9058785,-117.2380017,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
78,"$6,400,000",,"$159,063",CA,92121,Medical Therapeutics,Medical,UCSD,32.89233784,-117.2378918,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
2,"$220,000","$11,800,000",,CA,94022,Medical Therapeutics,Medical,UCSD,37.357472,-122.144416,Los Altos,CA,Santa Clara County,94022,CA18,Assembly District 24,State Senate District 13
16,"$810,000","$124,048,000",,CA,92130,Medical Therapeutics,Medical,UCSD,32.93481506,-117.2371222,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
5,"$410,000",,"$261,779",CA,92037,Medical Therapeutics,Medical,UCSD,32.84223069,-117.2805485,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
1,"$43,000",,,CA,92122,Research Tools,Research Tools,UCSD,32.85778297,-117.2207435,San Diego,CA,San Diego County,92122,CA52,Assembly District 78,State Senate District 39
52,"$4,370,000","$95,200,000","$599,883",NC,27713,Medical Therapeutics,Medical,UCSD,35.910632,-78.893007,Durham,NC,Durham County,27713,NC01,State House District 30,State Senate District 22
12,"$1,100,000",,,CA,92121,Research Tools,Research Tools,UCSD,32.90039631,-117.2362396,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
1,"$76,000",,"$1,685,922",CA,92121,Electronic Systems and Components,Electronic Systems,UCSD,32.90391,-117.207828,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
70,"$4,700,000",,,CA,92130,Medical Therapeutics,Medical,UCSD,32.92542461,-117.236591,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
,,,,CA,92037,Advanced Materials,Advanced Materials,UCSD,32.87043049,-117.2330854,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
4,"$400,000",,,CA,92122,Medical Devices,Medical,UCSD,32.87040191,-117.2071124,San Diego,CA,San Diego County,92122,CA52,Assembly District 78,State Senate District 39
5,"$320,000",,,TX,78705,Medical Therapeutics,Medical,UCSD,30.303734,-97.74686,Austin,TX,Travis County,78705,TX25,State House District 49,State Senate District 14
,,,,OH,45219,Medical Therapeutics,Medical,UCSD,39.12851,-84.515191,Cincinnati,OH,Hamilton County,45219,OH01,State House District 31,State Senate District 9
85,"$30,650,000","$144,300,000","$499,800",CA,94080,Medical Therapeutics,Medical,UCSD,37.652644,-122.393964,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
1,"$84,000",,,CA,92037,Software and Services,Information Technology,UCSD,32.87400753,-117.2145258,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
3,"$210,000",,,CA,92121,Medical Therapeutics,Medical,UCSD,32.9009738,-117.205138,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
,,,,CA,95030,Software and Services,Information Technology,UCSD,37.222788,-121.983274,Los Gatos,CA,Santa Clara County,95030,CA18,Assembly District 28,State Senate District 15
5,"$2,000",,"$480,109",CA,92125,Research Tools,Research Tools,UCSD,32.715329,-117.157255,San Diego,CA,San Diego County,92125,CA52,Assembly District 78,State Senate District 39
1,"$98,000",,,CA,92122,Research Tools,Research Tools,UCSD,32.85619257,-117.2288741,San Diego,CA,San Diego County,92122,CA52,Assembly District 78,State Senate District 39
1,"$54,000",,,CA,92108,Software and Services,Information Technology,UCSD,32.774699,-117.148616,San Diego,CA,San Diego County,92108,CA53,Assembly District 79,State Senate District 39
150,"$11,250,000","$65,580,000","$5,336,694",CA,94710,Medical Therapeutics,Medical,UCSD,37.85171686,-122.2913993,Berkeley,CA,Alameda County,94710,CA13,Assembly District 15,State Senate District 9
10,"$400,000","$450,000",,CA,92106,Software and Services,Information Technology,UCSD,32.7173583,-117.2465334,San Diego,CA,San Diego County,92106,CA52,Assembly District 78,State Senate District 39
1,"$150,000",,,CA,95129,Medical Diagnostics,Medical,UCSD,37.30326657,-121.9797593,San Jose,CA,Santa Clara County,95129,CA18,Assembly District 28,State Senate District 15
2,"$93,000","$8,000,000",,CA,92121,Software and Services,Information Technology,UCSD,32.87763107,-117.2138286,San Diego,CA,San Diego County,92121,CA52,Assembly District 78,State Senate District 39
,,,,CA,92590,Research Tools,Research Tools,UCSD,33.49886761,-117.1607759,Temecula,CA,Riverside County,92590,CA50,Assembly District 75,State Senate District 28
9,"$740,000","$39,200,000","$1,931,866",CA,94111,Medical Therapeutics,Medical,UCSD,37.799367,-122.398407,San Francisco,CA,San Francisco County,94111,CA12,Assembly District 17,State Senate District 11
7,"$690,000",,"$633,432",NJ,8852,Medical Therapeutics,Medical,UCSD,40.37871543,-74.58371702,Monmouth Junction,NJ,Middlesex County,8852,NJ12,General Assembly District 16,State Senate District 16
72,"$5,200,000","$32,000,000",,CA,92121,Research Tools,Research Tools,UCSD,32.91089846,-117.2310445,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
18,"$1,900,000","$163,817,000","$6,422,508",CA,92121,Advanced Materials,Advanced Materials,UCSD,32.90391,-117.207828,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
440,"$184,380,000","$40,155,000","$1,074,844",CA,92008,Medical Diagnostics,Medical,UCSD,33.13191242,-117.290928,Carlsbad,CA,San Diego County,92008,CA49,Assembly District 76,State Senate District 36
1,"$120,000",,"$600,000",CA,91107,Medical Therapeutics,Medical,UCSD,34.14403923,-118.1094858,Pasadena,CA,Los Angeles County,91107,CA27,Assembly District 41,State Senate District 25
1,"$150,000","$12,000,000","$6,838,105",CA,92121,Medical Devices,Medical,UCSD,32.90129297,-117.2030836,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
,,,,CA,90069,Software and Services,Information Technology,UCSD,34.093828,-118.381697,West Hollywood,CA,Los Angeles County,90069,CA28,Assembly District 50,State Senate District 26
,,,,CA,92130,Transportation,Transportation,UCSD,32.9578509,-117.2062243,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
15,"$1,600,000","$500,000","$813,044",MA,2155,Research Tools,Research Tools,UCSD,42.4152525,-71.1274075,Medford,MA,Middlesex County,2155,MA05,34th Middlesex District,Second Middlesex District
1,"$92,000","$4,971,018",,CA,92014,Medical Therapeutics,Medical,UCSD,32.95949,-117.26531,Del Mar,CA,San Diego County,92014,CA49,Assembly District 78,State Senate District 39
1,"$100,000",,,CA,92121,Medical Therapeutics,Medical,UCSD,32.90124349,-117.1752472,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
2,"$170,000",,,CA,92037,Software and Services,Information Technology,UCSD,32.86990794,-117.233851,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
3,"$180,000",,,CA,92130,Medical Therapeutics,Medical,UCSD,33.121451,-117.331817,San Diego,CA,San Diego County,92130,CA49,Assembly District 76,State Senate District 36
,,,,CA,92037,Medical Therapeutics,Medical,UCSD,32.856347,-117.250058,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
,,,,NV,89011,Medical Diagnostics,Medical,UCSD,36.1036972,-114.9101138,Henderson,NV,Clark County,89011,NV03,Assembly District 12,State Senate District 21
8,"$680,000","$7,500,000",,CA,92121,Medical Therapeutics,Medical,UCSD,32.91027014,-117.2304882,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
2,"$100,000",,,CA,92102,Software and Services,Information Technology,UCSD,32.71505,-117.136043,San Diego,CA,San Diego County,92102,CA53,Assembly District 80,State Senate District 39
55,,"$23,000,000","$98,650",CA,92121,Medical Therapeutics,Medical,UCSD,32.906382,-117.231467,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
,,"$45,000,000",,CA,92130,Medical Therapeutics,Medical,UCSD,32.92832533,-117.2377976,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
,,,,CA,92707,Medical Therapeutics,Medical,UCSD,33.699249,-117.8656,Santa Ana,CA,Orange County,92707,CA46,Assembly District 69,State Senate District 34
3,"$250,000",,,CA,92037,Software and Services,Information Technology,UCSD,32.84602561,-117.2756013,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
,,,,CA,92130,Software and Services,Information Technology,UCSD,32.92985659,-117.223464,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
1,"$170,000",,,CA,92130,"Communications, Information Technology, and Data Processing",Information Technology,UCSD,32.94362505,-117.2387577,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
,,"$1,823,000","$2,110,819",WA,98004,Medical Therapeutics,Medical,UCSD,47.612312,-122.1962243,Bellevue,WA,King County,98004,WA09,State House District 41,State Senate District 41
2,"$210,000",$0,,CA,92109,Medical Devices,Medical,UCSD,32.81225019,-117.2423241,San Diego,CA,San Diego County,92109,CA52,Assembly District 78,State Senate District 39
100,"$19,800,000","$82,000,000",,WA,98052,Electronic Systems and Components,Electronic Systems,UCSD,47.71046756,-122.1617122,Redmond,WA,King County,98052,WA01,State House District 45,State Senate District 45
,,,,CA,92037,Medical Devices,Medical,UCSD,32.856347,-117.250058,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
,,,,CA,92121,"Communications, Information Technology, and Data Processing",Information Technology,UCSD,32.89879351,-117.195523,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
1,"$49,000",,"$224,000",CA,92130,Medical Therapeutics,Medical,UCSD,32.95820912,-117.2304504,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
33,"$4,900,000","$71,000,000",,MA,2142,Advanced Materials,Advanced Materials,UCSD,42.36284,-71.084814,Cambridge,MA,Middlesex County,2142,MA07,26th Middlesex District,Middlesex & Suffolk District
,,"$37,472,000",,CA,92130,Medical Therapeutics,Medical,UCSD,32.94747044,-117.2406021,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
,,,,CA,90036,Advanced Materials,Advanced Materials,UCSD,34.06211981,-118.3386991,Los Angeles,CA,Los Angeles County,90036,CA33,Assembly District 50,State Senate District 26
,,"$17,700,000",,CA,92009,Electronic Systems and Components,Electronic Systems,UCSD,33.082192,-117.267169,Carlsbad,CA,San Diego County,92009,CA49,Assembly District 76,State Senate District 36
10,"$960,000",,"$79,994",CA,92121,Electronic Systems and Components,Electronic Systems,UCSD,32.90391,-117.207828,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
3,"$210,000",,"$593,401",CA,92037,Medical Therapeutics,Medical,UCSD,32.856347,-117.250058,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
10,"$760,000",,"$69,996",CA,92121,"Communications, Information Technology, and Data Processing",Information Technology,UCSD,32.89613206,-117.1932145,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
3,"$150,000",,,CA,92037,Software and Services,Information Technology,UCSD,32.856347,-117.250058,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
,,,,CA,92121,Medical Therapeutics,Medical,UCSD,32.89086862,-117.1955853,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
2,,,"$3,215,458",CA,92121,Research Tools,Research Tools,UCSD,32.88970976,-117.1861227,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
1,"$82,000",,,CA,92122,Medical Devices,Medical,UCSD,32.8712617,-117.2071835,San Diego,CA,San Diego County,92122,CA52,Assembly District 78,State Senate District 39
3,"$180,000","$2,180,000",,CA,92101,Medical Devices,Medical,UCSD,32.71571796,-117.1665249,San Diego,CA,San Diego County,92101,CA52,Assembly District 78,State Senate District 39
,,,,CA,92122,Medical Therapeutics,Medical,UCSD,32.870222,-117.199619,San Diego,CA,San Diego County,92122,CA52,Assembly District 78,State Senate District 39
25,"$4,533,000","$192,407,000","$1,590,800",CA,92121,Medical Therapeutics,Medical,UCSD,32.9004263,-117.2057349,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
15,,"$3,000,000",,CA,92122,Software and Services,Information Technology,UCSD,33.49739976,-118.7602208,San Diego,CA,San Diego County,92161,,,
3,"$40,000",,,CA,92037,Research Tools,Research Tools,UCSD,32.856347,-117.250058,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
,,,,CA,92037,Medical Therapeutics,Medical,UCSD,32.856347,-117.250058,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
,,,,CA,92590,Research Tools,Research Tools,UCSD,33.49888231,-117.1606924,Temecula,CA,Riverside County,92590,CA50,Assembly District 75,State Senate District 28
,,,,CA,92121,Medical Therapeutics,Medical,UCSD,32.90391,-117.207828,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
1,"$130,000",,,CA,92130,Electronic Systems and Components,Electronic Systems,UCSD,32.92766961,-117.2200811,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
,,"$500,000",,CO,80303,Medical Therapeutics,Medical,UCSD,39.94899471,-105.2407821,Boulder,CO,Boulder County,80303,CO02,State House District 13,State Senate District 16
,,"$8,307,000",,CA,92130,Medical Devices,Medical,UCSD,32.95087124,-117.2396936,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
45,"$5,300,000","$46,070,850",,CA,92037,Software and Services,Information Technology,UCSD,32.87400753,-117.2145258,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
9,"$1,000,000","$146,000,000",,CA,92121,Medical Therapeutics,Medical,UCSD,32.88914681,-117.1844887,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
6,"$520,000","$420,000",,CA,90503,Medical Therapeutics,Medical,UCSD,33.82654821,-118.3338778,Torrance,CA,Los Angeles County,90503,CA43,Assembly District 66,State Senate District 35
,,"$4,768,000",,CA,92014,Medical Therapeutics,Medical,UCSD,32.98281113,-117.2296307,Del Mar,CA,San Diego County,92014,CA49,Assembly District 77,State Senate District 39
,,,,CA,92103,Research Tools,Research Tools,UCSD,32.73836614,-117.1621614,San Diego,CA,San Diego County,92103,CA53,Assembly District 78,State Senate District 39
,,,,PA,19087,Medical Therapeutics,Medical,UCSD,40.07448297,-75.42679159,Wayne,PA,Delaware County,19087,PA06,State House District 157,State Senate District 19
8,"$630,000","$14,950,000",,MA,2453,Medical Therapeutics,Medical,UCSD,,,,,,,,,
25,"$950,000",,"$2,572,472",CA,92121,"Communications, Information Technology, and Data Processing",Information Technology,UCSD,32.87544874,-117.2111244,San Diego,CA,San Diego County,92121,CA52,Assembly District 78,State Senate District 39
,,,,CA,92121,Software and Services,Information Technology,UCSD,32.90513933,-117.1887479,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
,,,,CA,90275,Medical Devices,Medical,UCSD,33.753146,-118.367459,Rancho Palos Verdes,CA,Los Angeles County,90275,CA33,Assembly District 66,State Senate District 26
,,,,CA,93037,Research Tools,Research Tools,UCSD,,,,,,,,,
2,"$200,000",,,CA,92121,Research Tools,Research Tools,UCSD,32.88956253,-117.1856953,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
2,"$170,000",,,CA,92037,Medical Diagnostics,Medical,UCSD,32.87130291,-117.2338583,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
,,,,CA,90025,Research Tools,Research Tools,UCSD,34.05526481,-118.4252112,Los Angeles,CA,Los Angeles County,90025,CA37,Assembly District 54,State Senate District 30
5,"$410,000",,,CA,92121,Electronic Systems and Components,Electronic Systems,UCSD,32.88969318,-117.1805766,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
3,"$210,000","$4,000,000",,CA,92037,Advanced Materials,Advanced Materials,UCSD,32.856347,-117.250058,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
1,"$130,000",,,CA,92130,Transportation,Transportation,UCSD,32.945791,-117.214366,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
23,"$2,700,000","$3,000,000",,MD,20855,Electronic Systems and Components,Electronic Systems,UCSD,39.10876202,-77.15291893,Derwood,MD,Montgomery County,20855,MD06,State Legislative District 19,State Senate District 19
1,"$98,000","$7,520,000","$241,000",CA,92130,Medical Therapeutics,Medical,UCSD,32.92658578,-117.2373391,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
,,,,CA,92130,Advanced Materials,Advanced Materials,UCSD,32.93099976,-117.2010201,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
36,,"$82,500,000",,CA,92121,Medical Therapeutics,Medical,UCSD,32.88001135,-117.2056875,San Diego,CA,San Diego County,92121,CA52,Assembly District 78,State Senate District 39
50,"$7,200,000","$239,205,237","$845,009",CA,92121,Medical Therapeutics,Medical,UCSD,32.89626454,-117.1933306,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
3,"$100,000",,"$141,026",CA,92064,Software and Services,Information Technology,UCSD,33.010227,-117.0301628,Poway,CA,San Diego County,92064,CA52,Assembly District 77,State Senate District 38
2,"$105,000","$6,903,000",,CA,92131,Advanced Materials,Advanced Materials,UCSD,32.90973712,-117.0673792,San Diego,CA,San Diego County,92131,CA52,Assembly District 77,State Senate District 38
7,"$700,000",,"$8,157,873",CA,92037,Advanced Materials,Advanced Materials,UCSD,32.856347,-117.250058,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
113,"$29,290,000","$59,075,000","$100,000",CA,92121,Agriculture,Agriculture,UCSD,32.87860251,-117.204664,San Diego,CA,San Diego County,92121,CA52,Assembly District 78,State Senate District 39
5,"$470,000","$4,966,000","$470,298",MA,2458,Medical Therapeutics,Medical,UCSD,42.36254233,-71.20102967,Newton,MA,Middlesex County,2458,MA04,10th Middlesex District,First Middlesex & Norfolk District
180,"$41,800,000","$26,600,000","$1,101,955",CA,92121,Medical Therapeutics,Medical,UCSD,32.88463312,-117.2117691,San Diego,CA,San Diego County,92121,CA52,Assembly District 78,State Senate District 39
5,"$390,000",,,CA,92037,Medical Therapeutics,Medical,UCSD,32.86967954,-117.2183345,San Diego,CA,San Diego County,92122,CA52,Assembly District 78,State Senate District 39
2,"$150,000",,,CA,92128,Medical Therapeutics,Medical,UCSD,32.995484,-117.07483,San Diego,CA,San Diego County,92128,CA52,Assembly District 77,State Senate District 39
5,"$280,000","$25,500,000",,CA,92121,Medical Therapeutics,Medical,UCSD,32.87735919,-117.2076234,San Diego,CA,San Diego County,92121,CA52,Assembly District 78,State Senate District 39
1,"$93,000","$3,000,000","$159,000",CA,92075,Medical Therapeutics,Medical,UCSD,32.99397016,-117.2607934,Solana Beach,CA,San Diego County,92075,CA49,Assembly District 78,State Senate District 39
,,,,CA,92067,Medical Devices,Medical,UCSD,33.005026,-117.21569,Rancho Santa Fe,CA,San Diego County,92067,CA49,Assembly District 77,State Senate District 38
1,"$85,000",,,CA,92121,Software and Services,Information Technology,UCSD,32.90039631,-117.2362396,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
40,"$2,700,000",,,CA,92122,Software and Services,Information Technology,UCSD,32.87337067,-117.2110133,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
2,"$160,000",,,TX,77008,Medical Therapeutics,Medical,UCSD,29.80286155,-95.40476398,Houston,TX,Harris County,77008,TX18,State House District 148,State Senate District 15
5,"$270,000",,,CA,92121,Medical Devices,Medical,UCSD,32.91027014,-117.2304882,San Diego,CA,San Diego County,92121,CA49,Assembly District 78,State Senate District 39
8,"$2,130,000","$67,250,000",,Switzerland,6934,Medical Therapeutics,Medical,UCSD,,,,,,,,,
,,,,CA,92108,Electronic Systems and Components,Electronic Systems,UCSD,32.774699,-117.148616,San Diego,CA,San Diego County,92108,CA53,Assembly District 79,State Senate District 39
3,"$230,000",,,CT,6901,Medical Therapeutics,Medical,UCSD,41.053892,-73.53931,Stamford,CT,Fairfield County,6901,CT04,State House District 146,State Senate District 27
50,"$5,600,000","$32,646,000",,CA,94025,Medical Devices,Medical,UCSD,37.475222,-122.147257,Menlo Park,CA,San Mateo County,94025,CA14,Assembly District 24,State Senate District 13
16,"$1,500,000","$7,000,000",,CA,92121,Medical Therapeutics,Medical,UCSD,32.9004263,-117.2057349,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
,,,,CA,92192,Software and Services,Information Technology,UCSD,33.016928,-116.846046,San Diego,CA,San Diego County,92192,CA50,Assembly District 71,State Senate District 38
,,"$22,500,000","$184,758",NC,27707,Medical Therapeutics,Medical,UCSD,35.95524443,-78.96495661,Durham,NC,Durham County,27707,NC04,State House District 29,State Senate District 22
,,,,CA,92101,Medical Therapeutics,Medical,UCSD,32.718814,-117.167388,San Diego,CA,San Diego County,92101,CA52,Assembly District 78,State Senate District 39
1,"$110,000","$7,163,000","$2,736,755",CA,92109,Medical Therapeutics,Medical,UCSD,32.802897,-117.216447,San Diego,CA,San Diego County,92109,CA52,Assembly District 78,State Senate District 39
2,"$150,000","$200,000",,CT,6851,Medical Devices,Medical,UCSD,41.139796,-73.404963,Norwalk,CT,Fairfield County,6851,CT04,State House District 142,State Senate District 25
67,"$7,720,000","$17,810,000","$13,110,028",CA,92121,Medical Therapeutics,Medical,UCSD,32.90601691,-117.1887666,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
,,,,FL,33629,"Communications, Information Technology, and Data Processing",Information Technology,UCSD,27.921056,-82.508867,Tampa,FL,Hillsborough County,33629,FL14,State House District 60,State Senate District 22
3,"$170,000",,,CA,92130,"Communications, Information Technology, and Data Processing",Information Technology,UCSD,32.97217078,-117.1666491,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
1,"$120,000",,"$179,999",CA,92121,Software and Services,Information Technology,UCSD,32.90158863,-117.2013375,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
9,"$1,400,000",,,CA,92122,Medical Therapeutics,Medical,UCSD,32.87289557,-117.2128031,La Jolla,CA,San Diego County,92037,CA52,Assembly District 78,State Senate District 39
30,,,,CA,92130,Electronic Systems and Components,Electronic Systems,UCSD,32.94949949,-117.2402953,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
3,"$170,000",,,CA,90069,Energy,Energy,UCSD,34.084664,-118.3702603,West Hollywood,CA,Los Angeles County,90069,CA28,Assembly District 50,State Senate District 26
10,"$1,000,000","$5,560,000","$6,253,193",CA,92121,Medical Therapeutics,Medical,UCSD,32.89193265,-117.1981913,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
3,"$370,000",,"$8,418,121",IL,61874,Medical Devices,Medical,UCSF,40.07427473,-88.25046455,Savoy,IL,Champaign County,61874,IL13,State House District 104,State Senate District 52
7,,,,MA,2116,Software and Services,Information Technology,UCSF,42.35105005,-71.07379825,Boston,MA,Suffolk County,2116,MA07,9th Suffolk District,Second Suffolk & Middlesex District
,,,,CA,94114,Medical Therapeutics,Medical,UCSF,37.76417058,-122.4353236,San Francisco,CA,San Francisco County,94114,CA12,Assembly District 17,State Senate District 11
2,"$140,000",,"$149,800",CA,94122,Research Tools,Research Tools,UCSF,37.75887484,-122.4691714,San Francisco,CA,San Francisco County,94122,CA12,Assembly District 19,State Senate District 11
2,"$86,000",,"$172,738",CA,94027,Medical Therapeutics,Medical,UCSF,37.46790847,-122.2002432,Atherton,CA,San Mateo County,94027,CA18,Assembly District 24,State Senate District 13
,,"$19,870,000","$465,086",CA,92121,Medical Therapeutics,Medical,UCSF,32.89154587,-117.1914521,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
2,"$130,000",,"$200,000",MO,63105,Medical Therapeutics,Medical,UCSF,38.641314,-90.31112,Saint Louis,MO,St. Louis County,63105,MO01,State House District 87,State Senate District 14
,,"$12,000,000",,CA,94304,Medical Devices,Medical,UCSF,37.374707,-122.181697,Palo Alto,CA,Santa Clara County,94304,CA18,Assembly District 24,State Senate District 13
,,"$3,500,000",,CA,94530,Medical Therapeutics,Medical,UCSF,37.918024,-122.30248,El Cerrito,CA,Contra Costa County,94530,CA11,Assembly District 15,State Senate District 9
3,"$210,000",,,CA,94158,Medical Therapeutics,Medical,UCSF,37.768106,-122.386927,San Francisco,CA,San Francisco County,94158,CA12,Assembly District 17,State Senate District 11
,,,,CA,94304,Software and Services,Information Technology,UCSF,37.41805084,-122.146281,Palo Alto,CA,Santa Clara County,94304,CA18,Assembly District 24,State Senate District 13
,,,,CA,94301,Medical Diagnostics,Medical,UCSF,37.436129,-122.14295,Palo Alto,CA,Santa Clara County,94301,CA18,Assembly District 24,State Senate District 13
